Thu Jul  4 11:44:17 2013, (0 clock):	Start log file
Thu Jul  4 11:44:17 2013, (0 clock):	Parameters loaded.
Thu Jul  4 11:44:17 2013, (0 clock):	controls:
  fixedElevationChange: 2
  bounds:
    - 200
    - 0
objective:
  types:
    - TEE
    - SH
  drainedAreaThreshold: 4
state:
  cell:
    area: 1
    length: 1000
    width: 1000
  dimensions:
    - 51
    - 51
  initial:
    filename: demRect.data
    sourceType: PYRAMID
constrain:
  massConstrainEnabled: true
  massVariationTolerance: 0.01
hydrologicalParameters:
  rainfallExcess: 10
  runoffCoeff: 1
interpolator:
  parameters:
    - 3
    - 15
    - 2
  type: IDW
Thu Jul  4 11:44:17 2013, (20000 clock):	Base DEM: TEE = 9.78317e+06, SH = 0, 
Thu Jul  4 11:44:28 2013, (9650000 clock):	1000 evaluated; 0 wrong controls; 1000 violate mass constrain.
Thu Jul  4 18:06:43 2013, (22520500000 clock):	964000 evaluated; 0 wrong controls; 315196 violate mass constrain.
Thu Jul  4 18:07:01 2013, (22537210000 clock):	965000 evaluated; 0 wrong controls; 315835 violate mass constrain.
Thu Jul  4 18:07:10 2013, (22546650000 clock):	966000 evaluated; 0 wrong controls; 316806 violate mass constrain.
Thu Jul  4 18:07:35 2013, (22570370000 clock):	967000 evaluated; 0 wrong controls; 317104 violate mass constrain.
Thu Jul  4 18:08:01 2013, (22596190000 clock):	968000 evaluated; 0 wrong controls; 317300 violate mass constrain.
Thu Jul  4 18:08:29 2013, (22623770000 clock):	969000 evaluated; 0 wrong controls; 317440 violate mass constrain.
Thu Jul  4 18:08:58 2013, (22652070000 clock):	970000 evaluated; 0 wrong controls; 317566 violate mass constrain.
Thu Jul  4 18:09:26 2013, (22680090000 clock):	971000 evaluated; 0 wrong controls; 317679 violate mass constrain.
Thu Jul  4 18:09:55 2013, (22708350000 clock):	972000 evaluated; 0 wrong controls; 317796 violate mass constrain.
Thu Jul  4 18:10:24 2013, (22736970000 clock):	973000 evaluated; 0 wrong controls; 317899 violate mass constrain.
Thu Jul  4 18:10:52 2013, (22764600000 clock):	974000 evaluated; 0 wrong controls; 318016 violate mass constrain.
Thu Jul  4 18:11:11 2013, (22782840000 clock):	975000 evaluated; 0 wrong controls; 318574 violate mass constrain.
Thu Jul  4 18:11:22 2013, (22793640000 clock):	976000 evaluated; 0 wrong controls; 319484 violate mass constrain.
Thu Jul  4 18:11:49 2013, (22820410000 clock):	977000 evaluated; 0 wrong controls; 319654 violate mass constrain.
Thu Jul  4 18:12:18 2013, (22848450000 clock):	978000 evaluated; 0 wrong controls; 319788 violate mass constrain.
Thu Jul  4 18:12:47 2013, (22876680000 clock):	979000 evaluated; 0 wrong controls; 319892 violate mass constrain.
Thu Jul  4 18:13:15 2013, (22904950000 clock):	980000 evaluated; 0 wrong controls; 320007 violate mass constrain.
Thu Jul  4 18:13:45 2013, (22933700000 clock):	981000 evaluated; 0 wrong controls; 320092 violate mass constrain.
Thu Jul  4 18:14:15 2013, (22963070000 clock):	982000 evaluated; 0 wrong controls; 320167 violate mass constrain.
Thu Jul  4 18:14:44 2013, (22992190000 clock):	983000 evaluated; 0 wrong controls; 320241 violate mass constrain.
Thu Jul  4 18:15:14 2013, (23021480000 clock):	984000 evaluated; 0 wrong controls; 320327 violate mass constrain.
Thu Jul  4 18:15:35 2013, (23042340000 clock):	985000 evaluated; 0 wrong controls; 320786 violate mass constrain.
Thu Jul  4 18:15:45 2013, (23051320000 clock):	986000 evaluated; 0 wrong controls; 321784 violate mass constrain.
Thu Jul  4 18:16:06 2013, (23071810000 clock):	987000 evaluated; 0 wrong controls; 322247 violate mass constrain.
Thu Jul  4 18:16:32 2013, (23097860000 clock):	988000 evaluated; 0 wrong controls; 322466 violate mass constrain.
Thu Jul  4 18:17:00 2013, (23125320000 clock):	989000 evaluated; 0 wrong controls; 322640 violate mass constrain.
Thu Jul  4 18:17:28 2013, (23152450000 clock):	990000 evaluated; 0 wrong controls; 322807 violate mass constrain.
Thu Jul  4 18:17:58 2013, (23181640000 clock):	991000 evaluated; 0 wrong controls; 322903 violate mass constrain.
Thu Jul  4 18:18:27 2013, (23210550000 clock):	992000 evaluated; 0 wrong controls; 323012 violate mass constrain.
Thu Jul  4 18:18:56 2013, (23238990000 clock):	993000 evaluated; 0 wrong controls; 323129 violate mass constrain.
Thu Jul  4 18:19:26 2013, (23268040000 clock):	994000 evaluated; 0 wrong controls; 323219 violate mass constrain.
Thu Jul  4 18:19:48 2013, (23290240000 clock):	995000 evaluated; 0 wrong controls; 323598 violate mass constrain.
Thu Jul  4 18:19:58 2013, (23299140000 clock):	996000 evaluated; 0 wrong controls; 324597 violate mass constrain.
Thu Jul  4 18:20:16 2013, (23317260000 clock):	997000 evaluated; 0 wrong controls; 325182 violate mass constrain.
Thu Jul  4 18:20:42 2013, (23342930000 clock):	998000 evaluated; 0 wrong controls; 325401 violate mass constrain.
Thu Jul  4 18:21:10 2013, (23370080000 clock):	999000 evaluated; 0 wrong controls; 325537 violate mass constrain.
Thu Jul  4 18:21:39 2013, (23398620000 clock):	1000000 evaluated; 0 wrong controls; 325663 violate mass constrain.
Thu Jul  4 18:22:09 2013, (23427720000 clock):	1001000 evaluated; 0 wrong controls; 325764 violate mass constrain.
Thu Jul  4 18:22:37 2013, (23455880000 clock):	1002000 evaluated; 0 wrong controls; 325876 violate mass constrain.
Thu Jul  4 18:23:06 2013, (23484400000 clock):	1003000 evaluated; 0 wrong controls; 325974 violate mass constrain.
Thu Jul  4 18:23:36 2013, (23513290000 clock):	1004000 evaluated; 0 wrong controls; 326075 violate mass constrain.
Thu Jul  4 18:24:00 2013, (23537070000 clock):	1005000 evaluated; 0 wrong controls; 326356 violate mass constrain.
Thu Jul  4 18:24:09 2013, (23545990000 clock):	1006000 evaluated; 0 wrong controls; 327356 violate mass constrain.
Thu Jul  4 18:24:25 2013, (23560910000 clock):	1007000 evaluated; 0 wrong controls; 328059 violate mass constrain.
Thu Jul  4 18:24:51 2013, (23586590000 clock):	1008000 evaluated; 0 wrong controls; 328299 violate mass constrain.
Thu Jul  4 18:25:18 2013, (23612700000 clock):	1009000 evaluated; 0 wrong controls; 328491 violate mass constrain.
Thu Jul  4 18:25:45 2013, (23639920000 clock):	1010000 evaluated; 0 wrong controls; 328642 violate mass constrain.
Thu Jul  4 18:26:14 2013, (23667630000 clock):	1011000 evaluated; 0 wrong controls; 328769 violate mass constrain.
Thu Jul  4 18:26:43 2013, (23696540000 clock):	1012000 evaluated; 0 wrong controls; 328857 violate mass constrain.
Thu Jul  4 18:27:12 2013, (23724720000 clock):	1013000 evaluated; 0 wrong controls; 328950 violate mass constrain.
Thu Jul  4 18:27:42 2013, (23754240000 clock):	1014000 evaluated; 0 wrong controls; 329030 violate mass constrain.
Thu Jul  4 18:28:08 2013, (23779740000 clock):	1015000 evaluated; 0 wrong controls; 329238 violate mass constrain.
Thu Jul  4 18:28:17 2013, (23788530000 clock):	1016000 evaluated; 0 wrong controls; 330238 violate mass constrain.
Thu Jul  4 18:28:32 2013, (23803540000 clock):	1017000 evaluated; 0 wrong controls; 330956 violate mass constrain.
Thu Jul  4 18:28:57 2013, (23828000000 clock):	1018000 evaluated; 0 wrong controls; 331217 violate mass constrain.
Thu Jul  4 18:29:24 2013, (23854540000 clock):	1019000 evaluated; 0 wrong controls; 331388 violate mass constrain.
Thu Jul  4 18:29:52 2013, (23881570000 clock):	1020000 evaluated; 0 wrong controls; 331517 violate mass constrain.
Thu Jul  4 18:30:21 2013, (23909890000 clock):	1021000 evaluated; 0 wrong controls; 331617 violate mass constrain.
Thu Jul  4 18:30:48 2013, (23936800000 clock):	1022000 evaluated; 0 wrong controls; 331745 violate mass constrain.
Thu Jul  4 18:31:17 2013, (23964890000 clock):	1023000 evaluated; 0 wrong controls; 331841 violate mass constrain.
Thu Jul  4 18:31:45 2013, (23992990000 clock):	1024000 evaluated; 0 wrong controls; 331919 violate mass constrain.
Thu Jul  4 18:32:15 2013, (24021920000 clock):	1025000 evaluated; 0 wrong controls; 332017 violate mass constrain.
Thu Jul  4 18:32:24 2013, (24030730000 clock):	1026000 evaluated; 0 wrong controls; 333017 violate mass constrain.
Thu Jul  4 18:32:40 2013, (24046580000 clock):	1027000 evaluated; 0 wrong controls; 333689 violate mass constrain.
Thu Jul  4 18:33:05 2013, (24071550000 clock):	1028000 evaluated; 0 wrong controls; 333954 violate mass constrain.
Thu Jul  4 18:33:33 2013, (24098530000 clock):	1029000 evaluated; 0 wrong controls; 334121 violate mass constrain.
Thu Jul  4 18:34:02 2013, (24126810000 clock):	1030000 evaluated; 0 wrong controls; 334245 violate mass constrain.
Thu Jul  4 18:34:30 2013, (24154590000 clock):	1031000 evaluated; 0 wrong controls; 334367 violate mass constrain.
Thu Jul  4 18:34:59 2013, (24182730000 clock):	1032000 evaluated; 0 wrong controls; 334479 violate mass constrain.
Thu Jul  4 18:35:26 2013, (24209880000 clock):	1033000 evaluated; 0 wrong controls; 334610 violate mass constrain.
Thu Jul  4 18:35:55 2013, (24238020000 clock):	1034000 evaluated; 0 wrong controls; 334709 violate mass constrain.
Thu Jul  4 18:36:24 2013, (24266290000 clock):	1035000 evaluated; 0 wrong controls; 334824 violate mass constrain.
Thu Jul  4 18:36:35 2013, (24277070000 clock):	1036000 evaluated; 0 wrong controls; 335749 violate mass constrain.
Thu Jul  4 18:36:47 2013, (24288420000 clock):	1037000 evaluated; 0 wrong controls; 336640 violate mass constrain.
Thu Jul  4 18:37:12 2013, (24312930000 clock):	1038000 evaluated; 0 wrong controls; 336937 violate mass constrain.
Thu Jul  4 18:37:38 2013, (24338730000 clock):	1039000 evaluated; 0 wrong controls; 337132 violate mass constrain.
Thu Jul  4 18:38:06 2013, (24366160000 clock):	1040000 evaluated; 0 wrong controls; 337305 violate mass constrain.
Thu Jul  4 18:38:34 2013, (24393880000 clock):	1041000 evaluated; 0 wrong controls; 337435 violate mass constrain.
Thu Jul  4 18:39:04 2013, (24422670000 clock):	1042000 evaluated; 0 wrong controls; 337559 violate mass constrain.
Thu Jul  4 18:39:33 2013, (24451060000 clock):	1043000 evaluated; 0 wrong controls; 337672 violate mass constrain.
Thu Jul  4 18:40:00 2013, (24478110000 clock):	1044000 evaluated; 0 wrong controls; 337784 violate mass constrain.
Thu Jul  4 18:40:29 2013, (24506350000 clock):	1045000 evaluated; 0 wrong controls; 337890 violate mass constrain.
Thu Jul  4 18:40:42 2013, (24519130000 clock):	1046000 evaluated; 0 wrong controls; 338722 violate mass constrain.
Thu Jul  4 18:41:00 2013, (24537090000 clock):	1047000 evaluated; 0 wrong controls; 339321 violate mass constrain.
Thu Jul  4 18:41:27 2013, (24563590000 clock):	1048000 evaluated; 0 wrong controls; 339490 violate mass constrain.
Thu Jul  4 18:41:55 2013, (24590860000 clock):	1049000 evaluated; 0 wrong controls; 339623 violate mass constrain.
Thu Jul  4 18:42:23 2013, (24618200000 clock):	1050000 evaluated; 0 wrong controls; 339765 violate mass constrain.
Thu Jul  4 18:42:51 2013, (24645410000 clock):	1051000 evaluated; 0 wrong controls; 339904 violate mass constrain.
Thu Jul  4 18:43:19 2013, (24673110000 clock):	1052000 evaluated; 0 wrong controls; 340011 violate mass constrain.
Thu Jul  4 18:43:47 2013, (24700920000 clock):	1053000 evaluated; 0 wrong controls; 340118 violate mass constrain.
Thu Jul  4 18:44:15 2013, (24728600000 clock):	1054000 evaluated; 0 wrong controls; 340222 violate mass constrain.
Thu Jul  4 18:44:44 2013, (24756980000 clock):	1055000 evaluated; 0 wrong controls; 340302 violate mass constrain.
Thu Jul  4 18:44:59 2013, (24771580000 clock):	1056000 evaluated; 0 wrong controls; 341045 violate mass constrain.
Thu Jul  4 18:45:11 2013, (24782540000 clock):	1057000 evaluated; 0 wrong controls; 341945 violate mass constrain.
Thu Jul  4 18:45:34 2013, (24805640000 clock):	1058000 evaluated; 0 wrong controls; 342291 violate mass constrain.
Thu Jul  4 18:46:01 2013, (24831720000 clock):	1059000 evaluated; 0 wrong controls; 342508 violate mass constrain.
Thu Jul  4 18:46:28 2013, (24858170000 clock):	1060000 evaluated; 0 wrong controls; 342700 violate mass constrain.
Thu Jul  4 18:46:55 2013, (24885150000 clock):	1061000 evaluated; 0 wrong controls; 342836 violate mass constrain.
Thu Jul  4 18:47:24 2013, (24913270000 clock):	1062000 evaluated; 0 wrong controls; 342950 violate mass constrain.
Thu Jul  4 18:47:53 2013, (24941200000 clock):	1063000 evaluated; 0 wrong controls; 343048 violate mass constrain.
Thu Jul  4 18:48:21 2013, (24969290000 clock):	1064000 evaluated; 0 wrong controls; 343143 violate mass constrain.
Thu Jul  4 18:48:50 2013, (24997490000 clock):	1065000 evaluated; 0 wrong controls; 343236 violate mass constrain.
Thu Jul  4 18:49:07 2013, (25013750000 clock):	1066000 evaluated; 0 wrong controls; 343890 violate mass constrain.
Thu Jul  4 18:49:16 2013, (25022830000 clock):	1067000 evaluated; 0 wrong controls; 344879 violate mass constrain.
Thu Jul  4 18:49:38 2013, (25044520000 clock):	1068000 evaluated; 0 wrong controls; 345275 violate mass constrain.
Thu Jul  4 18:50:05 2013, (25070480000 clock):	1069000 evaluated; 0 wrong controls; 345480 violate mass constrain.
Thu Jul  4 18:50:32 2013, (25097690000 clock):	1070000 evaluated; 0 wrong controls; 345604 violate mass constrain.
Thu Jul  4 18:51:01 2013, (25125660000 clock):	1071000 evaluated; 0 wrong controls; 345715 violate mass constrain.
Thu Jul  4 18:51:29 2013, (25153440000 clock):	1072000 evaluated; 0 wrong controls; 345809 violate mass constrain.
Thu Jul  4 18:51:57 2013, (25180890000 clock):	1073000 evaluated; 0 wrong controls; 345921 violate mass constrain.
Thu Jul  4 18:52:26 2013, (25209430000 clock):	1074000 evaluated; 0 wrong controls; 346002 violate mass constrain.
Thu Jul  4 18:52:55 2013, (25237580000 clock):	1075000 evaluated; 0 wrong controls; 346091 violate mass constrain.
Thu Jul  4 18:53:13 2013, (25255540000 clock):	1076000 evaluated; 0 wrong controls; 346653 violate mass constrain.
Thu Jul  4 18:53:23 2013, (25264990000 clock):	1077000 evaluated; 0 wrong controls; 347626 violate mass constrain.
Thu Jul  4 18:53:47 2013, (25288090000 clock):	1078000 evaluated; 0 wrong controls; 347977 violate mass constrain.
Thu Jul  4 18:54:13 2013, (25313880000 clock):	1079000 evaluated; 0 wrong controls; 348186 violate mass constrain.
Thu Jul  4 18:54:40 2013, (25340470000 clock):	1080000 evaluated; 0 wrong controls; 348367 violate mass constrain.
Thu Jul  4 18:55:08 2013, (25367880000 clock):	1081000 evaluated; 0 wrong controls; 348507 violate mass constrain.
Thu Jul  4 18:55:36 2013, (25395440000 clock):	1082000 evaluated; 0 wrong controls; 348631 violate mass constrain.
Thu Jul  4 18:56:04 2013, (25422990000 clock):	1083000 evaluated; 0 wrong controls; 348728 violate mass constrain.
Thu Jul  4 18:56:33 2013, (25450940000 clock):	1084000 evaluated; 0 wrong controls; 348832 violate mass constrain.
Thu Jul  4 18:57:02 2013, (25479530000 clock):	1085000 evaluated; 0 wrong controls; 348924 violate mass constrain.
Thu Jul  4 18:57:23 2013, (25500520000 clock):	1086000 evaluated; 0 wrong controls; 349391 violate mass constrain.
Thu Jul  4 18:57:33 2013, (25509470000 clock):	1087000 evaluated; 0 wrong controls; 350389 violate mass constrain.
Thu Jul  4 18:57:53 2013, (25528860000 clock):	1088000 evaluated; 0 wrong controls; 350930 violate mass constrain.
Thu Jul  4 18:58:19 2013, (25554840000 clock):	1089000 evaluated; 0 wrong controls; 351173 violate mass constrain.
Thu Jul  4 18:58:46 2013, (25580800000 clock):	1090000 evaluated; 0 wrong controls; 351392 violate mass constrain.
Thu Jul  4 18:59:14 2013, (25608390000 clock):	1091000 evaluated; 0 wrong controls; 351527 violate mass constrain.
Thu Jul  4 18:59:42 2013, (25636240000 clock):	1092000 evaluated; 0 wrong controls; 351659 violate mass constrain.
Thu Jul  4 19:00:11 2013, (25664310000 clock):	1093000 evaluated; 0 wrong controls; 351783 violate mass constrain.
Thu Jul  4 19:00:40 2013, (25693280000 clock):	1094000 evaluated; 0 wrong controls; 351882 violate mass constrain.
Thu Jul  4 19:01:11 2013, (25723780000 clock):	1095000 evaluated; 0 wrong controls; 351950 violate mass constrain.
Thu Jul  4 19:01:34 2013, (25746020000 clock):	1096000 evaluated; 0 wrong controls; 352331 violate mass constrain.
Thu Jul  4 19:01:43 2013, (25754980000 clock):	1097000 evaluated; 0 wrong controls; 353331 violate mass constrain.
Thu Jul  4 19:02:00 2013, (25771490000 clock):	1098000 evaluated; 0 wrong controls; 353986 violate mass constrain.
Thu Jul  4 19:02:26 2013, (25796280000 clock):	1099000 evaluated; 0 wrong controls; 354241 violate mass constrain.
Thu Jul  4 19:02:53 2013, (25823180000 clock):	1100000 evaluated; 0 wrong controls; 354420 violate mass constrain.
Thu Jul  4 19:03:19 2013, (25849150000 clock):	1101000 evaluated; 0 wrong controls; 354625 violate mass constrain.
Thu Jul  4 19:03:47 2013, (25876480000 clock):	1102000 evaluated; 0 wrong controls; 354763 violate mass constrain.
Thu Jul  4 19:04:15 2013, (25904070000 clock):	1103000 evaluated; 0 wrong controls; 354877 violate mass constrain.
Thu Jul  4 19:04:44 2013, (25931730000 clock):	1104000 evaluated; 0 wrong controls; 354987 violate mass constrain.
Thu Jul  4 19:05:12 2013, (25959500000 clock):	1105000 evaluated; 0 wrong controls; 355094 violate mass constrain.
Thu Jul  4 19:05:37 2013, (25984180000 clock):	1106000 evaluated; 0 wrong controls; 355416 violate mass constrain.
Thu Jul  4 19:05:47 2013, (25993400000 clock):	1107000 evaluated; 0 wrong controls; 356413 violate mass constrain.
Thu Jul  4 19:06:07 2013, (26013010000 clock):	1108000 evaluated; 0 wrong controls; 356910 violate mass constrain.
Thu Jul  4 19:06:34 2013, (26039900000 clock):	1109000 evaluated; 0 wrong controls; 357105 violate mass constrain.
Thu Jul  4 19:07:02 2013, (26067040000 clock):	1110000 evaluated; 0 wrong controls; 357243 violate mass constrain.
Thu Jul  4 19:07:30 2013, (26094400000 clock):	1111000 evaluated; 0 wrong controls; 357382 violate mass constrain.
Thu Jul  4 19:07:59 2013, (26123010000 clock):	1112000 evaluated; 0 wrong controls; 357478 violate mass constrain.
Thu Jul  4 19:08:28 2013, (26151590000 clock):	1113000 evaluated; 0 wrong controls; 357573 violate mass constrain.
Thu Jul  4 19:08:57 2013, (26179700000 clock):	1114000 evaluated; 0 wrong controls; 357682 violate mass constrain.
Thu Jul  4 19:09:26 2013, (26208190000 clock):	1115000 evaluated; 0 wrong controls; 357772 violate mass constrain.
Thu Jul  4 19:09:52 2013, (26234230000 clock):	1116000 evaluated; 0 wrong controls; 357969 violate mass constrain.
Thu Jul  4 19:10:02 2013, (26243120000 clock):	1117000 evaluated; 0 wrong controls; 358969 violate mass constrain.
Thu Jul  4 19:10:18 2013, (26258880000 clock):	1118000 evaluated; 0 wrong controls; 359666 violate mass constrain.
Thu Jul  4 19:10:44 2013, (26284730000 clock):	1119000 evaluated; 0 wrong controls; 359880 violate mass constrain.
Thu Jul  4 19:11:11 2013, (26311570000 clock):	1120000 evaluated; 0 wrong controls; 360031 violate mass constrain.
Thu Jul  4 19:11:40 2013, (26339590000 clock):	1121000 evaluated; 0 wrong controls; 360169 violate mass constrain.
Thu Jul  4 19:12:08 2013, (26366760000 clock):	1122000 evaluated; 0 wrong controls; 360299 violate mass constrain.
Thu Jul  4 19:12:36 2013, (26394340000 clock):	1123000 evaluated; 0 wrong controls; 360409 violate mass constrain.
Thu Jul  4 19:13:04 2013, (26422370000 clock):	1124000 evaluated; 0 wrong controls; 360526 violate mass constrain.
Thu Jul  4 19:13:33 2013, (26450950000 clock):	1125000 evaluated; 0 wrong controls; 360619 violate mass constrain.
Thu Jul  4 19:14:01 2013, (26478190000 clock):	1126000 evaluated; 0 wrong controls; 360733 violate mass constrain.
Thu Jul  4 19:14:10 2013, (26487180000 clock):	1127000 evaluated; 0 wrong controls; 361733 violate mass constrain.
Thu Jul  4 19:14:27 2013, (26503780000 clock):	1128000 evaluated; 0 wrong controls; 362350 violate mass constrain.
Thu Jul  4 19:14:53 2013, (26528520000 clock):	1129000 evaluated; 0 wrong controls; 362585 violate mass constrain.
Thu Jul  4 19:15:20 2013, (26555060000 clock):	1130000 evaluated; 0 wrong controls; 362785 violate mass constrain.
Thu Jul  4 19:15:47 2013, (26582060000 clock):	1131000 evaluated; 0 wrong controls; 362917 violate mass constrain.
Thu Jul  4 19:16:17 2013, (26610910000 clock):	1132000 evaluated; 0 wrong controls; 363021 violate mass constrain.
Thu Jul  4 19:16:45 2013, (26638460000 clock):	1133000 evaluated; 0 wrong controls; 363129 violate mass constrain.
Thu Jul  4 19:17:13 2013, (26666430000 clock):	1134000 evaluated; 0 wrong controls; 363226 violate mass constrain.
Thu Jul  4 19:17:42 2013, (26694690000 clock):	1135000 evaluated; 0 wrong controls; 363336 violate mass constrain.
Thu Jul  4 19:18:10 2013, (26722690000 clock):	1136000 evaluated; 0 wrong controls; 363434 violate mass constrain.
Thu Jul  4 19:18:21 2013, (26733110000 clock):	1137000 evaluated; 0 wrong controls; 364362 violate mass constrain.
Thu Jul  4 19:18:32 2013, (26743370000 clock):	1138000 evaluated; 0 wrong controls; 365294 violate mass constrain.
Thu Jul  4 19:18:57 2013, (26767510000 clock):	1139000 evaluated; 0 wrong controls; 365597 violate mass constrain.
Thu Jul  4 19:19:24 2013, (26794600000 clock):	1140000 evaluated; 0 wrong controls; 365783 violate mass constrain.
Thu Jul  4 19:20:00 2013, (26822870000 clock):	1141000 evaluated; 0 wrong controls; 365906 violate mass constrain.
Thu Jul  4 19:20:30 2013, (26850870000 clock):	1142000 evaluated; 0 wrong controls; 366006 violate mass constrain.
Thu Jul  4 19:20:59 2013, (26879590000 clock):	1143000 evaluated; 0 wrong controls; 366098 violate mass constrain.
Thu Jul  4 19:21:30 2013, (26909700000 clock):	1144000 evaluated; 0 wrong controls; 366182 violate mass constrain.
Thu Jul  4 19:21:58 2013, (26937110000 clock):	1145000 evaluated; 0 wrong controls; 366293 violate mass constrain.
Thu Jul  4 19:22:29 2013, (26968070000 clock):	1146000 evaluated; 0 wrong controls; 366391 violate mass constrain.
Thu Jul  4 19:22:42 2013, (26980640000 clock):	1147000 evaluated; 0 wrong controls; 367225 violate mass constrain.
Thu Jul  4 19:23:00 2013, (26998240000 clock):	1148000 evaluated; 0 wrong controls; 367805 violate mass constrain.
Thu Jul  4 19:23:27 2013, (27024640000 clock):	1149000 evaluated; 0 wrong controls; 368004 violate mass constrain.
Thu Jul  4 19:23:54 2013, (27051540000 clock):	1150000 evaluated; 0 wrong controls; 368163 violate mass constrain.
Thu Jul  4 19:24:21 2013, (27077710000 clock):	1151000 evaluated; 0 wrong controls; 368326 violate mass constrain.
Thu Jul  4 19:24:50 2013, (27106230000 clock):	1152000 evaluated; 0 wrong controls; 368443 violate mass constrain.
Thu Jul  4 19:25:19 2013, (27134410000 clock):	1153000 evaluated; 0 wrong controls; 368549 violate mass constrain.
Thu Jul  4 19:25:48 2013, (27163010000 clock):	1154000 evaluated; 0 wrong controls; 368641 violate mass constrain.
Thu Jul  4 19:26:16 2013, (27191030000 clock):	1155000 evaluated; 0 wrong controls; 368729 violate mass constrain.
Thu Jul  4 19:26:45 2013, (27219300000 clock):	1156000 evaluated; 0 wrong controls; 368825 violate mass constrain.
Thu Jul  4 19:27:00 2013, (27233140000 clock):	1157000 evaluated; 0 wrong controls; 369582 violate mass constrain.
Thu Jul  4 19:27:11 2013, (27244640000 clock):	1158000 evaluated; 0 wrong controls; 370453 violate mass constrain.
Thu Jul  4 19:27:37 2013, (27269560000 clock):	1159000 evaluated; 0 wrong controls; 370726 violate mass constrain.
Thu Jul  4 19:28:04 2013, (27295960000 clock):	1160000 evaluated; 0 wrong controls; 370925 violate mass constrain.
Thu Jul  4 19:28:31 2013, (27322690000 clock):	1161000 evaluated; 0 wrong controls; 371101 violate mass constrain.
Thu Jul  4 19:28:59 2013, (27350340000 clock):	1162000 evaluated; 0 wrong controls; 371232 violate mass constrain.
Thu Jul  4 19:29:28 2013, (27378590000 clock):	1163000 evaluated; 0 wrong controls; 371334 violate mass constrain.
Thu Jul  4 19:29:57 2013, (27407050000 clock):	1164000 evaluated; 0 wrong controls; 371433 violate mass constrain.
Thu Jul  4 19:30:26 2013, (27435600000 clock):	1165000 evaluated; 0 wrong controls; 371536 violate mass constrain.
Thu Jul  4 19:30:55 2013, (27463830000 clock):	1166000 evaluated; 0 wrong controls; 371642 violate mass constrain.
Thu Jul  4 19:31:11 2013, (27479730000 clock):	1167000 evaluated; 0 wrong controls; 372303 violate mass constrain.
Thu Jul  4 19:31:21 2013, (27488920000 clock):	1168000 evaluated; 0 wrong controls; 373291 violate mass constrain.
Thu Jul  4 19:31:43 2013, (27511040000 clock):	1169000 evaluated; 0 wrong controls; 373680 violate mass constrain.
Thu Jul  4 19:32:10 2013, (27537260000 clock):	1170000 evaluated; 0 wrong controls; 373857 violate mass constrain.
Thu Jul  4 19:32:37 2013, (27563810000 clock):	1171000 evaluated; 0 wrong controls; 374045 violate mass constrain.
Thu Jul  4 19:33:05 2013, (27590990000 clock):	1172000 evaluated; 0 wrong controls; 374197 violate mass constrain.
Thu Jul  4 19:33:32 2013, (27617610000 clock):	1173000 evaluated; 0 wrong controls; 374362 violate mass constrain.
Thu Jul  4 19:34:01 2013, (27646500000 clock):	1174000 evaluated; 0 wrong controls; 374471 violate mass constrain.
Thu Jul  4 19:34:29 2013, (27673450000 clock):	1175000 evaluated; 0 wrong controls; 374593 violate mass constrain.
Thu Jul  4 19:34:58 2013, (27702150000 clock):	1176000 evaluated; 0 wrong controls; 374690 violate mass constrain.
Thu Jul  4 19:35:17 2013, (27720500000 clock):	1177000 evaluated; 0 wrong controls; 375273 violate mass constrain.
Thu Jul  4 19:35:26 2013, (27729630000 clock):	1178000 evaluated; 0 wrong controls; 376258 violate mass constrain.
Thu Jul  4 19:35:51 2013, (27753650000 clock):	1179000 evaluated; 0 wrong controls; 376570 violate mass constrain.
Thu Jul  4 19:36:18 2013, (27780400000 clock):	1180000 evaluated; 0 wrong controls; 376751 violate mass constrain.
Thu Jul  4 19:36:48 2013, (27809470000 clock):	1181000 evaluated; 0 wrong controls; 376866 violate mass constrain.
Thu Jul  4 19:37:17 2013, (27838210000 clock):	1182000 evaluated; 0 wrong controls; 376985 violate mass constrain.
Thu Jul  4 19:37:46 2013, (27866440000 clock):	1183000 evaluated; 0 wrong controls; 377103 violate mass constrain.
Thu Jul  4 19:38:13 2013, (27893820000 clock):	1184000 evaluated; 0 wrong controls; 377199 violate mass constrain.
Thu Jul  4 19:38:43 2013, (27923020000 clock):	1185000 evaluated; 0 wrong controls; 377303 violate mass constrain.
Thu Jul  4 19:39:12 2013, (27951140000 clock):	1186000 evaluated; 0 wrong controls; 377412 violate mass constrain.
Thu Jul  4 19:39:32 2013, (27970890000 clock):	1187000 evaluated; 0 wrong controls; 377902 violate mass constrain.
Thu Jul  4 19:39:42 2013, (27979940000 clock):	1188000 evaluated; 0 wrong controls; 378887 violate mass constrain.
Thu Jul  4 19:40:04 2013, (28002060000 clock):	1189000 evaluated; 0 wrong controls; 379264 violate mass constrain.
Thu Jul  4 19:40:30 2013, (28027620000 clock):	1190000 evaluated; 0 wrong controls; 379524 violate mass constrain.
Thu Jul  4 19:40:57 2013, (28054020000 clock):	1191000 evaluated; 0 wrong controls; 379716 violate mass constrain.
Thu Jul  4 19:41:25 2013, (28081240000 clock):	1192000 evaluated; 0 wrong controls; 379855 violate mass constrain.
Thu Jul  4 19:41:54 2013, (28109570000 clock):	1193000 evaluated; 0 wrong controls; 379978 violate mass constrain.
