Thu Jul  4 11:44:19 2013, (0 clock):	Start log file
Thu Jul  4 11:44:19 2013, (0 clock):	Parameters loaded.
Thu Jul  4 11:44:19 2013, (0 clock):	controls:
  fixedElevationChange: 2
  bounds:
    - 200
    - 0
objective:
  types:
    - TEE
    - SH
  drainedAreaThreshold: 4
state:
  cell:
    area: 1
    length: 1000
    width: 1000
  dimensions:
    - 51
    - 51
  initial:
    filename: demRect.data
    sourceType: PYRAMID
constrain:
  massConstrainEnabled: true
  massVariationTolerance: 0.01
hydrologicalParameters:
  rainfallExcess: 10
  runoffCoeff: 1
interpolator:
  parameters:
    - 3
    - 15
    - 2
  type: IDW
Thu Jul  4 11:44:19 2013, (10000 clock):	Base DEM: TEE = 9.78317e+06, SH = 0, 
Thu Jul  4 11:44:30 2013, (9600000 clock):	1000 evaluated; 0 wrong controls; 1000 violate mass constrain.
Thu Jul  4 17:37:39 2013, (20786770000 clock):	987000 evaluated; 0 wrong controls; 464077 violate mass constrain.
Thu Jul  4 17:38:03 2013, (20810950000 clock):	988000 evaluated; 0 wrong controls; 464420 violate mass constrain.
Thu Jul  4 17:38:28 2013, (20835650000 clock):	989000 evaluated; 0 wrong controls; 464748 violate mass constrain.
Thu Jul  4 17:38:53 2013, (20859570000 clock):	990000 evaluated; 0 wrong controls; 465089 violate mass constrain.
Thu Jul  4 17:39:16 2013, (20882330000 clock):	991000 evaluated; 0 wrong controls; 465481 violate mass constrain.
Thu Jul  4 17:39:38 2013, (20903580000 clock):	992000 evaluated; 0 wrong controls; 465964 violate mass constrain.
Thu Jul  4 17:39:58 2013, (20923270000 clock):	993000 evaluated; 0 wrong controls; 466467 violate mass constrain.
Thu Jul  4 17:40:20 2013, (20944580000 clock):	994000 evaluated; 0 wrong controls; 466929 violate mass constrain.
Thu Jul  4 17:40:38 2013, (20962590000 clock):	995000 evaluated; 0 wrong controls; 467559 violate mass constrain.
Thu Jul  4 17:40:47 2013, (20971470000 clock):	996000 evaluated; 0 wrong controls; 468559 violate mass constrain.
Thu Jul  4 17:41:03 2013, (20986490000 clock):	997000 evaluated; 0 wrong controls; 469299 violate mass constrain.
Thu Jul  4 17:41:26 2013, (21009430000 clock):	998000 evaluated; 0 wrong controls; 469692 violate mass constrain.
Thu Jul  4 17:41:50 2013, (21032320000 clock):	999000 evaluated; 0 wrong controls; 470067 violate mass constrain.
Thu Jul  4 17:42:13 2013, (21055650000 clock):	1000000 evaluated; 0 wrong controls; 470458 violate mass constrain.
Thu Jul  4 17:42:35 2013, (21077120000 clock):	1001000 evaluated; 0 wrong controls; 470911 violate mass constrain.
Thu Jul  4 17:42:58 2013, (21098810000 clock):	1002000 evaluated; 0 wrong controls; 471363 violate mass constrain.
Thu Jul  4 17:43:19 2013, (21119480000 clock):	1003000 evaluated; 0 wrong controls; 471852 violate mass constrain.
Thu Jul  4 17:43:40 2013, (21139800000 clock):	1004000 evaluated; 0 wrong controls; 472374 violate mass constrain.
Thu Jul  4 17:43:58 2013, (21157650000 clock):	1005000 evaluated; 0 wrong controls; 472976 violate mass constrain.
Thu Jul  4 17:44:07 2013, (21166530000 clock):	1006000 evaluated; 0 wrong controls; 473976 violate mass constrain.
Thu Jul  4 17:44:20 2013, (21178590000 clock):	1007000 evaluated; 0 wrong controls; 474844 violate mass constrain.
Thu Jul  4 17:44:43 2013, (21201870000 clock):	1008000 evaluated; 0 wrong controls; 475218 violate mass constrain.
Thu Jul  4 17:45:08 2013, (21225680000 clock):	1009000 evaluated; 0 wrong controls; 475553 violate mass constrain.
Thu Jul  4 17:45:32 2013, (21249240000 clock):	1010000 evaluated; 0 wrong controls; 475916 violate mass constrain.
Thu Jul  4 17:45:56 2013, (21272550000 clock):	1011000 evaluated; 0 wrong controls; 476283 violate mass constrain.
Thu Jul  4 17:46:20 2013, (21295910000 clock):	1012000 evaluated; 0 wrong controls; 476665 violate mass constrain.
Thu Jul  4 17:46:42 2013, (21317680000 clock):	1013000 evaluated; 0 wrong controls; 477095 violate mass constrain.
Thu Jul  4 17:47:04 2013, (21339060000 clock):	1014000 evaluated; 0 wrong controls; 477551 violate mass constrain.
Thu Jul  4 17:47:22 2013, (21357270000 clock):	1015000 evaluated; 0 wrong controls; 478136 violate mass constrain.
Thu Jul  4 17:47:32 2013, (21366090000 clock):	1016000 evaluated; 0 wrong controls; 479135 violate mass constrain.
Thu Jul  4 17:47:47 2013, (21381260000 clock):	1017000 evaluated; 0 wrong controls; 479860 violate mass constrain.
Thu Jul  4 17:48:10 2013, (21404090000 clock):	1018000 evaluated; 0 wrong controls; 480245 violate mass constrain.
Thu Jul  4 17:48:34 2013, (21426730000 clock):	1019000 evaluated; 0 wrong controls; 480631 violate mass constrain.
Thu Jul  4 17:48:56 2013, (21448410000 clock):	1020000 evaluated; 0 wrong controls; 481068 violate mass constrain.
Thu Jul  4 17:49:16 2013, (21468650000 clock):	1021000 evaluated; 0 wrong controls; 481560 violate mass constrain.
Thu Jul  4 17:49:37 2013, (21488580000 clock):	1022000 evaluated; 0 wrong controls; 482090 violate mass constrain.
Thu Jul  4 17:49:56 2013, (21506980000 clock):	1023000 evaluated; 0 wrong controls; 482659 violate mass constrain.
Thu Jul  4 17:50:14 2013, (21524720000 clock):	1024000 evaluated; 0 wrong controls; 483273 violate mass constrain.
Thu Jul  4 17:50:31 2013, (21541980000 clock):	1025000 evaluated; 0 wrong controls; 483913 violate mass constrain.
Thu Jul  4 17:50:41 2013, (21550860000 clock):	1026000 evaluated; 0 wrong controls; 484913 violate mass constrain.
Thu Jul  4 17:50:53 2013, (21562480000 clock):	1027000 evaluated; 0 wrong controls; 485798 violate mass constrain.
Thu Jul  4 17:51:17 2013, (21586280000 clock):	1028000 evaluated; 0 wrong controls; 486158 violate mass constrain.
Thu Jul  4 17:51:42 2013, (21610380000 clock):	1029000 evaluated; 0 wrong controls; 486504 violate mass constrain.
Thu Jul  4 17:52:05 2013, (21633010000 clock):	1030000 evaluated; 0 wrong controls; 486905 violate mass constrain.
Thu Jul  4 17:52:27 2013, (21654470000 clock):	1031000 evaluated; 0 wrong controls; 487357 violate mass constrain.
Thu Jul  4 17:52:47 2013, (21674710000 clock):	1032000 evaluated; 0 wrong controls; 487870 violate mass constrain.
Thu Jul  4 17:53:06 2013, (21692890000 clock):	1033000 evaluated; 0 wrong controls; 488453 violate mass constrain.
Thu Jul  4 17:53:26 2013, (21712450000 clock):	1034000 evaluated; 0 wrong controls; 489004 violate mass constrain.
Thu Jul  4 17:53:46 2013, (21732040000 clock):	1035000 evaluated; 0 wrong controls; 489555 violate mass constrain.
Thu Jul  4 17:53:56 2013, (21741650000 clock):	1036000 evaluated; 0 wrong controls; 490527 violate mass constrain.
Thu Jul  4 17:54:07 2013, (21752130000 clock):	1037000 evaluated; 0 wrong controls; 491449 violate mass constrain.
Thu Jul  4 17:54:30 2013, (21774890000 clock):	1038000 evaluated; 0 wrong controls; 491846 violate mass constrain.
Thu Jul  4 17:54:53 2013, (21797600000 clock):	1039000 evaluated; 0 wrong controls; 492245 violate mass constrain.
Thu Jul  4 17:55:17 2013, (21820700000 clock):	1040000 evaluated; 0 wrong controls; 492646 violate mass constrain.
Thu Jul  4 17:55:39 2013, (21841830000 clock):	1041000 evaluated; 0 wrong controls; 493096 violate mass constrain.
Thu Jul  4 17:56:00 2013, (21862400000 clock):	1042000 evaluated; 0 wrong controls; 493589 violate mass constrain.
Thu Jul  4 17:56:20 2013, (21882410000 clock):	1043000 evaluated; 0 wrong controls; 494107 violate mass constrain.
Thu Jul  4 17:56:41 2013, (21903170000 clock):	1044000 evaluated; 0 wrong controls; 494644 violate mass constrain.
Thu Jul  4 17:57:01 2013, (21922320000 clock):	1045000 evaluated; 0 wrong controls; 495202 violate mass constrain.
Thu Jul  4 17:57:12 2013, (21933130000 clock):	1046000 evaluated; 0 wrong controls; 496120 violate mass constrain.
Thu Jul  4 17:57:22 2013, (21942120000 clock):	1047000 evaluated; 0 wrong controls; 497116 violate mass constrain.
Thu Jul  4 17:57:43 2013, (21963160000 clock):	1048000 evaluated; 0 wrong controls; 497604 violate mass constrain.
Thu Jul  4 17:58:08 2013, (21987050000 clock):	1049000 evaluated; 0 wrong controls; 497941 violate mass constrain.
Thu Jul  4 17:58:32 2013, (22011050000 clock):	1050000 evaluated; 0 wrong controls; 498288 violate mass constrain.
Thu Jul  4 17:58:55 2013, (22033900000 clock):	1051000 evaluated; 0 wrong controls; 498694 violate mass constrain.
Thu Jul  4 17:59:16 2013, (22053940000 clock):	1052000 evaluated; 0 wrong controls; 499194 violate mass constrain.
Thu Jul  4 17:59:37 2013, (22074940000 clock):	1053000 evaluated; 0 wrong controls; 499697 violate mass constrain.
Thu Jul  4 17:59:57 2013, (22094580000 clock):	1054000 evaluated; 0 wrong controls; 500215 violate mass constrain.
Thu Jul  4 18:00:19 2013, (22115360000 clock):	1055000 evaluated; 0 wrong controls; 500707 violate mass constrain.
Thu Jul  4 18:00:31 2013, (22127080000 clock):	1056000 evaluated; 0 wrong controls; 501574 violate mass constrain.
Thu Jul  4 18:00:41 2013, (22136600000 clock):	1057000 evaluated; 0 wrong controls; 502542 violate mass constrain.
Thu Jul  4 18:01:05 2013, (22160400000 clock):	1058000 evaluated; 0 wrong controls; 502940 violate mass constrain.
Thu Jul  4 18:01:29 2013, (22183980000 clock):	1059000 evaluated; 0 wrong controls; 503292 violate mass constrain.
Thu Jul  4 18:01:52 2013, (22206760000 clock):	1060000 evaluated; 0 wrong controls; 503685 violate mass constrain.
Thu Jul  4 18:02:15 2013, (22228810000 clock):	1061000 evaluated; 0 wrong controls; 504107 violate mass constrain.
Thu Jul  4 18:02:38 2013, (22251270000 clock):	1062000 evaluated; 0 wrong controls; 504537 violate mass constrain.
Thu Jul  4 18:02:59 2013, (22271930000 clock):	1063000 evaluated; 0 wrong controls; 505025 violate mass constrain.
Thu Jul  4 18:03:20 2013, (22291880000 clock):	1064000 evaluated; 0 wrong controls; 505537 violate mass constrain.
Thu Jul  4 18:03:40 2013, (22312110000 clock):	1065000 evaluated; 0 wrong controls; 506055 violate mass constrain.
Thu Jul  4 18:03:54 2013, (22325120000 clock):	1066000 evaluated; 0 wrong controls; 506881 violate mass constrain.
Thu Jul  4 18:04:03 2013, (22334180000 clock):	1067000 evaluated; 0 wrong controls; 507876 violate mass constrain.
Thu Jul  4 18:04:24 2013, (22355040000 clock):	1068000 evaluated; 0 wrong controls; 508360 violate mass constrain.
Thu Jul  4 18:04:50 2013, (22379690000 clock):	1069000 evaluated; 0 wrong controls; 508672 violate mass constrain.
Thu Jul  4 18:05:16 2013, (22405480000 clock):	1070000 evaluated; 0 wrong controls; 508942 violate mass constrain.
Thu Jul  4 18:05:41 2013, (22430030000 clock):	1071000 evaluated; 0 wrong controls; 509282 violate mass constrain.
Thu Jul  4 18:06:05 2013, (22453530000 clock):	1072000 evaluated; 0 wrong controls; 509653 violate mass constrain.
Thu Jul  4 18:06:28 2013, (22476390000 clock):	1073000 evaluated; 0 wrong controls; 510038 violate mass constrain.
Thu Jul  4 18:06:50 2013, (22497560000 clock):	1074000 evaluated; 0 wrong controls; 510536 violate mass constrain.
Thu Jul  4 18:07:10 2013, (22517670000 clock):	1075000 evaluated; 0 wrong controls; 511061 violate mass constrain.
Thu Jul  4 18:07:25 2013, (22531710000 clock):	1076000 evaluated; 0 wrong controls; 511828 violate mass constrain.
Thu Jul  4 18:07:34 2013, (22540480000 clock):	1077000 evaluated; 0 wrong controls; 512828 violate mass constrain.
Thu Jul  4 18:07:52 2013, (22557860000 clock):	1078000 evaluated; 0 wrong controls; 513445 violate mass constrain.
Thu Jul  4 18:08:15 2013, (22580460000 clock):	1079000 evaluated; 0 wrong controls; 513846 violate mass constrain.
Thu Jul  4 18:08:37 2013, (22601860000 clock):	1080000 evaluated; 0 wrong controls; 514281 violate mass constrain.
Thu Jul  4 18:08:59 2013, (22623450000 clock):	1081000 evaluated; 0 wrong controls; 514711 violate mass constrain.
Thu Jul  4 18:09:21 2013, (22644950000 clock):	1082000 evaluated; 0 wrong controls; 515187 violate mass constrain.
Thu Jul  4 18:09:42 2013, (22666030000 clock):	1083000 evaluated; 0 wrong controls; 515634 violate mass constrain.
Thu Jul  4 18:10:03 2013, (22686250000 clock):	1084000 evaluated; 0 wrong controls; 516151 violate mass constrain.
Thu Jul  4 18:10:25 2013, (22707590000 clock):	1085000 evaluated; 0 wrong controls; 516596 violate mass constrain.
Thu Jul  4 18:10:42 2013, (22723870000 clock):	1086000 evaluated; 0 wrong controls; 517284 violate mass constrain.
Thu Jul  4 18:10:51 2013, (22732840000 clock):	1087000 evaluated; 0 wrong controls; 518273 violate mass constrain.
Thu Jul  4 18:11:13 2013, (22754420000 clock):	1088000 evaluated; 0 wrong controls; 518709 violate mass constrain.
Thu Jul  4 18:11:38 2013, (22778470000 clock):	1089000 evaluated; 0 wrong controls; 519081 violate mass constrain.
Thu Jul  4 18:12:01 2013, (22801020000 clock):	1090000 evaluated; 0 wrong controls; 519486 violate mass constrain.
Thu Jul  4 18:12:21 2013, (22820580000 clock):	1091000 evaluated; 0 wrong controls; 519995 violate mass constrain.
Thu Jul  4 18:12:40 2013, (22839780000 clock):	1092000 evaluated; 0 wrong controls; 520545 violate mass constrain.
Thu Jul  4 18:13:00 2013, (22858650000 clock):	1093000 evaluated; 0 wrong controls; 521099 violate mass constrain.
Thu Jul  4 18:13:19 2013, (22877600000 clock):	1094000 evaluated; 0 wrong controls; 521669 violate mass constrain.
Thu Jul  4 18:13:38 2013, (22896440000 clock):	1095000 evaluated; 0 wrong controls; 522227 violate mass constrain.
Thu Jul  4 18:13:55 2013, (22912020000 clock):	1096000 evaluated; 0 wrong controls; 522934 violate mass constrain.
Thu Jul  4 18:14:04 2013, (22920860000 clock):	1097000 evaluated; 0 wrong controls; 523933 violate mass constrain.
Thu Jul  4 18:14:23 2013, (22939250000 clock):	1098000 evaluated; 0 wrong controls; 524533 violate mass constrain.
Thu Jul  4 18:14:47 2013, (22963590000 clock):	1099000 evaluated; 0 wrong controls; 524867 violate mass constrain.
Thu Jul  4 18:15:11 2013, (22986860000 clock):	1100000 evaluated; 0 wrong controls; 525251 violate mass constrain.
Thu Jul  4 18:15:35 2013, (23009990000 clock):	1101000 evaluated; 0 wrong controls; 525636 violate mass constrain.
Thu Jul  4 18:15:57 2013, (23031670000 clock):	1102000 evaluated; 0 wrong controls; 526071 violate mass constrain.
Thu Jul  4 18:16:19 2013, (23053640000 clock):	1103000 evaluated; 0 wrong controls; 526505 violate mass constrain.
Thu Jul  4 18:16:43 2013, (23076250000 clock):	1104000 evaluated; 0 wrong controls; 526917 violate mass constrain.
Thu Jul  4 18:17:06 2013, (23098990000 clock):	1105000 evaluated; 0 wrong controls; 527345 violate mass constrain.
Thu Jul  4 18:17:24 2013, (23117150000 clock):	1106000 evaluated; 0 wrong controls; 527941 violate mass constrain.
Thu Jul  4 18:17:34 2013, (23126140000 clock):	1107000 evaluated; 0 wrong controls; 528941 violate mass constrain.
Thu Jul  4 18:17:48 2013, (23139640000 clock):	1108000 evaluated; 0 wrong controls; 529728 violate mass constrain.
Thu Jul  4 18:18:13 2013, (23164720000 clock):	1109000 evaluated; 0 wrong controls; 530049 violate mass constrain.
Thu Jul  4 18:18:39 2013, (23189330000 clock):	1110000 evaluated; 0 wrong controls; 530355 violate mass constrain.
Thu Jul  4 18:19:02 2013, (23212190000 clock):	1111000 evaluated; 0 wrong controls; 530748 violate mass constrain.
Thu Jul  4 18:19:24 2013, (23233910000 clock):	1112000 evaluated; 0 wrong controls; 531180 violate mass constrain.
Thu Jul  4 18:19:46 2013, (23255730000 clock):	1113000 evaluated; 0 wrong controls; 531610 violate mass constrain.
Thu Jul  4 18:20:09 2013, (23278060000 clock):	1114000 evaluated; 0 wrong controls; 532025 violate mass constrain.
Thu Jul  4 18:20:32 2013, (23300370000 clock):	1115000 evaluated; 0 wrong controls; 532444 violate mass constrain.
Thu Jul  4 18:20:52 2013, (23320300000 clock):	1116000 evaluated; 0 wrong controls; 532957 violate mass constrain.
Thu Jul  4 18:21:02 2013, (23329200000 clock):	1117000 evaluated; 0 wrong controls; 533957 violate mass constrain.
Thu Jul  4 18:21:15 2013, (23342060000 clock):	1118000 evaluated; 0 wrong controls; 534775 violate mass constrain.
Thu Jul  4 18:21:40 2013, (23366480000 clock):	1119000 evaluated; 0 wrong controls; 535118 violate mass constrain.
Thu Jul  4 18:22:05 2013, (23391350000 clock):	1120000 evaluated; 0 wrong controls; 535452 violate mass constrain.
Thu Jul  4 18:22:29 2013, (23414200000 clock):	1121000 evaluated; 0 wrong controls; 535839 violate mass constrain.
Thu Jul  4 18:22:51 2013, (23435730000 clock):	1122000 evaluated; 0 wrong controls; 536294 violate mass constrain.
Thu Jul  4 18:23:11 2013, (23455690000 clock):	1123000 evaluated; 0 wrong controls; 536800 violate mass constrain.
Thu Jul  4 18:23:32 2013, (23476230000 clock):	1124000 evaluated; 0 wrong controls; 537301 violate mass constrain.
Thu Jul  4 18:23:53 2013, (23496230000 clock):	1125000 evaluated; 0 wrong controls; 537833 violate mass constrain.
Thu Jul  4 18:24:11 2013, (23514570000 clock):	1126000 evaluated; 0 wrong controls; 538398 violate mass constrain.
Thu Jul  4 18:24:21 2013, (23523480000 clock):	1127000 evaluated; 0 wrong controls; 539398 violate mass constrain.
Thu Jul  4 18:24:35 2013, (23537520000 clock):	1128000 evaluated; 0 wrong controls; 540180 violate mass constrain.
Thu Jul  4 18:25:00 2013, (23561880000 clock):	1129000 evaluated; 0 wrong controls; 540544 violate mass constrain.
Thu Jul  4 18:25:23 2013, (23584240000 clock):	1130000 evaluated; 0 wrong controls; 540957 violate mass constrain.
Thu Jul  4 18:25:46 2013, (23606470000 clock):	1131000 evaluated; 0 wrong controls; 541386 violate mass constrain.
Thu Jul  4 18:26:08 2013, (23628490000 clock):	1132000 evaluated; 0 wrong controls; 541810 violate mass constrain.
Thu Jul  4 18:26:29 2013, (23648920000 clock):	1133000 evaluated; 0 wrong controls; 542283 violate mass constrain.
Thu Jul  4 18:26:51 2013, (23670030000 clock):	1134000 evaluated; 0 wrong controls; 542795 violate mass constrain.
Thu Jul  4 18:27:11 2013, (23689820000 clock):	1135000 evaluated; 0 wrong controls; 543322 violate mass constrain.
Thu Jul  4 18:27:32 2013, (23710000000 clock):	1136000 evaluated; 0 wrong controls; 543841 violate mass constrain.
Thu Jul  4 18:27:42 2013, (23719460000 clock):	1137000 evaluated; 0 wrong controls; 544808 violate mass constrain.
Thu Jul  4 18:27:56 2013, (23733140000 clock):	1138000 evaluated; 0 wrong controls; 545594 violate mass constrain.
Thu Jul  4 18:28:20 2013, (23757080000 clock):	1139000 evaluated; 0 wrong controls; 545935 violate mass constrain.
Thu Jul  4 18:28:44 2013, (23780760000 clock):	1140000 evaluated; 0 wrong controls; 546291 violate mass constrain.
Thu Jul  4 18:29:06 2013, (23802390000 clock):	1141000 evaluated; 0 wrong controls; 546715 violate mass constrain.
Thu Jul  4 18:29:28 2013, (23823950000 clock):	1142000 evaluated; 0 wrong controls; 547168 violate mass constrain.
Thu Jul  4 18:29:49 2013, (23844580000 clock):	1143000 evaluated; 0 wrong controls; 547665 violate mass constrain.
Thu Jul  4 18:30:10 2013, (23864890000 clock):	1144000 evaluated; 0 wrong controls; 548177 violate mass constrain.
Thu Jul  4 18:30:30 2013, (23884030000 clock):	1145000 evaluated; 0 wrong controls; 548725 violate mass constrain.
Thu Jul  4 18:30:50 2013, (23903670000 clock):	1146000 evaluated; 0 wrong controls; 549258 violate mass constrain.
Thu Jul  4 18:31:01 2013, (23914350000 clock):	1147000 evaluated; 0 wrong controls; 550186 violate mass constrain.
Thu Jul  4 18:31:12 2013, (23924890000 clock):	1148000 evaluated; 0 wrong controls; 551104 violate mass constrain.
Thu Jul  4 18:31:35 2013, (23947420000 clock):	1149000 evaluated; 0 wrong controls; 551485 violate mass constrain.
Thu Jul  4 18:31:58 2013, (23970610000 clock):	1150000 evaluated; 0 wrong controls; 551857 violate mass constrain.
Thu Jul  4 18:32:22 2013, (23993950000 clock):	1151000 evaluated; 0 wrong controls; 552242 violate mass constrain.
Thu Jul  4 18:32:44 2013, (24015380000 clock):	1152000 evaluated; 0 wrong controls; 552707 violate mass constrain.
Thu Jul  4 18:33:06 2013, (24036450000 clock):	1153000 evaluated; 0 wrong controls; 553188 violate mass constrain.
Thu Jul  4 18:33:26 2013, (24056460000 clock):	1154000 evaluated; 0 wrong controls; 553706 violate mass constrain.
Thu Jul  4 18:33:46 2013, (24075860000 clock):	1155000 evaluated; 0 wrong controls; 554256 violate mass constrain.
Thu Jul  4 18:34:07 2013, (24096230000 clock):	1156000 evaluated; 0 wrong controls; 554771 violate mass constrain.
Thu Jul  4 18:34:19 2013, (24107620000 clock):	1157000 evaluated; 0 wrong controls; 555661 violate mass constrain.
Thu Jul  4 18:34:29 2013, (24117420000 clock):	1158000 evaluated; 0 wrong controls; 556617 violate mass constrain.
Thu Jul  4 18:34:53 2013, (24140590000 clock):	1159000 evaluated; 0 wrong controls; 557042 violate mass constrain.
Thu Jul  4 18:35:16 2013, (24163840000 clock):	1160000 evaluated; 0 wrong controls; 557397 violate mass constrain.
Thu Jul  4 18:35:42 2013, (24188910000 clock):	1161000 evaluated; 0 wrong controls; 557713 violate mass constrain.
Thu Jul  4 18:36:04 2013, (24210410000 clock):	1162000 evaluated; 0 wrong controls; 558127 violate mass constrain.
Thu Jul  4 18:36:28 2013, (24233620000 clock):	1163000 evaluated; 0 wrong controls; 558529 violate mass constrain.
Thu Jul  4 18:36:50 2013, (24256070000 clock):	1164000 evaluated; 0 wrong controls; 558966 violate mass constrain.
Thu Jul  4 18:37:14 2013, (24278780000 clock):	1165000 evaluated; 0 wrong controls; 559384 violate mass constrain.
Thu Jul  4 18:37:34 2013, (24298660000 clock):	1166000 evaluated; 0 wrong controls; 559893 violate mass constrain.
Thu Jul  4 18:37:49 2013, (24312680000 clock):	1167000 evaluated; 0 wrong controls; 560698 violate mass constrain.
Thu Jul  4 18:37:59 2013, (24322440000 clock):	1168000 evaluated; 0 wrong controls; 561696 violate mass constrain.
Thu Jul  4 18:38:19 2013, (24342690000 clock):	1169000 evaluated; 0 wrong controls; 562206 violate mass constrain.
Thu Jul  4 18:38:44 2013, (24366620000 clock):	1170000 evaluated; 0 wrong controls; 562538 violate mass constrain.
Thu Jul  4 18:39:07 2013, (24389700000 clock):	1171000 evaluated; 0 wrong controls; 562939 violate mass constrain.
Thu Jul  4 18:39:30 2013, (24411580000 clock):	1172000 evaluated; 0 wrong controls; 563363 violate mass constrain.
Thu Jul  4 18:39:51 2013, (24432360000 clock):	1173000 evaluated; 0 wrong controls; 563824 violate mass constrain.
Thu Jul  4 18:40:13 2013, (24453590000 clock):	1174000 evaluated; 0 wrong controls; 564266 violate mass constrain.
Thu Jul  4 18:40:35 2013, (24475240000 clock):	1175000 evaluated; 0 wrong controls; 564707 violate mass constrain.
Thu Jul  4 18:40:58 2013, (24498140000 clock):	1176000 evaluated; 0 wrong controls; 565119 violate mass constrain.
Thu Jul  4 18:41:14 2013, (24513640000 clock):	1177000 evaluated; 0 wrong controls; 565849 violate mass constrain.
Thu Jul  4 18:41:24 2013, (24522640000 clock):	1178000 evaluated; 0 wrong controls; 566836 violate mass constrain.
Thu Jul  4 18:41:46 2013, (24544610000 clock):	1179000 evaluated; 0 wrong controls; 567259 violate mass constrain.
Thu Jul  4 18:42:11 2013, (24569400000 clock):	1180000 evaluated; 0 wrong controls; 567568 violate mass constrain.
Thu Jul  4 18:42:35 2013, (24592780000 clock):	1181000 evaluated; 0 wrong controls; 567964 violate mass constrain.
Thu Jul  4 18:42:58 2013, (24615240000 clock):	1182000 evaluated; 0 wrong controls; 568357 violate mass constrain.
Thu Jul  4 18:43:22 2013, (24638550000 clock):	1183000 evaluated; 0 wrong controls; 568731 violate mass constrain.
Thu Jul  4 18:43:46 2013, (24662420000 clock):	1184000 evaluated; 0 wrong controls; 569119 violate mass constrain.
Thu Jul  4 18:44:09 2013, (24684830000 clock):	1185000 evaluated; 0 wrong controls; 569529 violate mass constrain.
Thu Jul  4 18:44:32 2013, (24707200000 clock):	1186000 evaluated; 0 wrong controls; 569916 violate mass constrain.
Thu Jul  4 18:44:50 2013, (24724580000 clock):	1187000 evaluated; 0 wrong controls; 570557 violate mass constrain.
Thu Jul  4 18:44:59 2013, (24733600000 clock):	1188000 evaluated; 0 wrong controls; 571557 violate mass constrain.
Thu Jul  4 18:45:20 2013, (24754090000 clock):	1189000 evaluated; 0 wrong controls; 572081 violate mass constrain.
Thu Jul  4 18:45:46 2013, (24778960000 clock):	1190000 evaluated; 0 wrong controls; 572385 violate mass constrain.
Thu Jul  4 18:46:09 2013, (24801970000 clock):	1191000 evaluated; 0 wrong controls; 572765 violate mass constrain.
Thu Jul  4 18:46:32 2013, (24824870000 clock):	1192000 evaluated; 0 wrong controls; 573171 violate mass constrain.
Thu Jul  4 18:46:55 2013, (24846930000 clock):	1193000 evaluated; 0 wrong controls; 573610 violate mass constrain.
Thu Jul  4 18:47:16 2013, (24867190000 clock):	1194000 evaluated; 0 wrong controls; 574121 violate mass constrain.
Thu Jul  4 18:47:36 2013, (24886520000 clock):	1195000 evaluated; 0 wrong controls; 574655 violate mass constrain.
Thu Jul  4 18:47:56 2013, (24906650000 clock):	1196000 evaluated; 0 wrong controls; 575154 violate mass constrain.
Thu Jul  4 18:48:13 2013, (24923130000 clock):	1197000 evaluated; 0 wrong controls; 575827 violate mass constrain.
Thu Jul  4 18:48:23 2013, (24932160000 clock):	1198000 evaluated; 0 wrong controls; 576824 violate mass constrain.
Thu Jul  4 18:48:43 2013, (24951970000 clock):	1199000 evaluated; 0 wrong controls; 577364 violate mass constrain.
Thu Jul  4 18:49:08 2013, (24976490000 clock):	1200000 evaluated; 0 wrong controls; 577723 violate mass constrain.
Thu Jul  4 18:49:31 2013, (24998950000 clock):	1201000 evaluated; 0 wrong controls; 578110 violate mass constrain.
Thu Jul  4 18:49:53 2013, (25020830000 clock):	1202000 evaluated; 0 wrong controls; 578527 violate mass constrain.
Thu Jul  4 18:50:15 2013, (25042240000 clock):	1203000 evaluated; 0 wrong controls; 578978 violate mass constrain.
Thu Jul  4 18:50:35 2013, (25061900000 clock):	1204000 evaluated; 0 wrong controls; 579477 violate mass constrain.
Thu Jul  4 18:50:56 2013, (25082300000 clock):	1205000 evaluated; 0 wrong controls; 579988 violate mass constrain.
Thu Jul  4 18:51:16 2013, (25102040000 clock):	1206000 evaluated; 0 wrong controls; 580524 violate mass constrain.
Thu Jul  4 18:51:33 2013, (25118480000 clock):	1207000 evaluated; 0 wrong controls; 581191 violate mass constrain.
Thu Jul  4 18:51:43 2013, (25127670000 clock):	1208000 evaluated; 0 wrong controls; 582181 violate mass constrain.
Thu Jul  4 18:52:05 2013, (25149300000 clock):	1209000 evaluated; 0 wrong controls; 582632 violate mass constrain.
Thu Jul  4 18:52:27 2013, (25171220000 clock):	1210000 evaluated; 0 wrong controls; 583059 violate mass constrain.
Thu Jul  4 18:52:49 2013, (25192850000 clock):	1211000 evaluated; 0 wrong controls; 583493 violate mass constrain.
Thu Jul  4 18:53:11 2013, (25214480000 clock):	1212000 evaluated; 0 wrong controls; 583948 violate mass constrain.
Thu Jul  4 18:53:34 2013, (25236370000 clock):	1213000 evaluated; 0 wrong controls; 584387 violate mass constrain.
Thu Jul  4 18:53:57 2013, (25259200000 clock):	1214000 evaluated; 0 wrong controls; 584811 violate mass constrain.
Thu Jul  4 18:54:19 2013, (25280320000 clock):	1215000 evaluated; 0 wrong controls; 585260 violate mass constrain.
Thu Jul  4 18:54:40 2013, (25301210000 clock):	1216000 evaluated; 0 wrong controls; 585725 violate mass constrain.
